Name,Description,Department,Total Size,Real Size,Host Key,Named Availability,Weeks,Tags,User Text 3
CNA203_V_S5_I,Medication Management for Nurses,School of Health Sciences,72,0,CNA203_V_SPR_I,2017_SPR03_Spring school (extended),44-52,"Not Running, SWS",School of Health Sciences
CNA203_R_S5_I,Medication Management for Nurses,School of Health Sciences,96,0,CNA203_R_SPR_I,2017_SPR03_Spring school (extended),44-52,"Not Running, SWS",School of Health Sciences
CNA203_L_S1_I,Medication Management for Nurses,School of Health Sciences,250,0,CNA203_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA203_H_S5_I,Medication Management for Nurses,School of Health Sciences,96,0,CNA203_H_SPR_I,2017_SPR03_Spring school (extended),44-52,"Not Running, SWS",School of Health Sciences
CNA156_V_S2_I,Aboriginal and Torres Strait Islander Health and Well Being,School of Health Sciences,70,0,CNA156_V_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA156_R_S2_I,Aboriginal and Torres Strait Islander Health and Well Being,School of Health Sciences,220,0,CNA156_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA156_L_S2_I,Aboriginal and Torres Strait Islander Health and Well Being,School of Health Sciences,336,0,CNA156_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA156_H_S2_I,Aboriginal and Torres Strait Islander Health and Well Being,School of Health Sciences,205,0,CNA156_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA155_V_S2_I,Health Assessment 2,School of Health Sciences,70,0,CNA155_V_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA155_R_S2_I,Health Assessment 2,School of Health Sciences,170,0,CNA155_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA155_L_S2_I,Health Assessment 2,School of Health Sciences,355,0,CNA155_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA155_H_S2_I,Health Assessment 2,School of Health Sciences,190,0,CNA155_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA154_V_S2_I,Nursing Practice 1,School of Health Sciences,70,0,CNA154_V_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA154_R_S2_I,Nursing Practice 1,School of Health Sciences,120,0,CNA154_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA154_L_S2_I,Nursing Practice 1,School of Health Sciences,320,0,CNA154_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA154_H_S2_I,Nursing Practice 1,School of Health Sciences,160,0,CNA154_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA153_V_S2_I,Foundations for Professional Practice 2,School of Health Sciences,70,0,CNA153_V_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA153_R_S2_I,Foundations for Professional Practice 2,School of Health Sciences,170,0,CNA153_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA153_L_S2_I,Foundations for Professional Practice 2,School of Health Sciences,320,0,CNA153_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA153_H_S2_I,Foundations for Professional Practice 2,School of Health Sciences,220,0,CNA153_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA152_V_S1_I,Health Assessment 1,School of Health Sciences,96,0,CNA152_V_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA152_R_S1_I,Health Assessment 1,School of Health Sciences,240,0,CNA152_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA152_L_S1_I,Health Assessment 1,School of Health Sciences,350,0,CNA152_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA152_H_S1_I,Health Assessment 1,School of Health Sciences,210,0,CNA152_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA151_W_S1_I,Health and Health Care in Australia,School of Health Sciences,0,0,CNA151_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA151_V_S1_I,Health and Health Care in Australia,School of Health Sciences,96,0,CNA151_V_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA151_R_S1_I,Health and Health Care in Australia,School of Health Sciences,290,0,CNA151_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA151_L_S1_I,Health and Health Care in Australia,School of Health Sciences,350,0,CNA151_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA151_H_S1_I,Health and Health Care in Australia,School of Health Sciences,250,0,CNA151_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA150_W_S1_I,Foundations for Professional Practice 1,School of Health Sciences,0,0,CNA150_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA150_V_S1_I,Foundations for Professional Practice 1,School of Health Sciences,96,0,CNA150_V_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA150_R_S1_I,Foundations for Professional Practice 1,School of Health Sciences,240,0,CNA150_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA150_L_S1_I,Foundations for Professional Practice 1,School of Health Sciences,350,0,CNA150_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA150_H_S1_I,Foundations for Professional Practice 1,School of Health Sciences,210,0,CNA150_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA149_V_S1_I,Professional and Discipline Studies in Nursing,School of Health Sciences,96,0,CNA149_V_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA149_R_S1_I,Professional and Discipline Studies in Nursing,School of Health Sciences,140,0,CNA149_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA149_L_S1_I,Professional and Discipline Studies in Nursing,School of Health Sciences,300,0,CNA149_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA149_H_S1_I,Professional and Discipline Studies in Nursing,School of Health Sciences,160,0,CNA149_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA119_W_S2_I,Foundations of Health care,School of Health Sciences,0,0,CNA119_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA119_R_S2_I,Foundations of Health care,School of Health Sciences,0,0,CNA119_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA119_L_S2_I,Foundations of Health care,School of Health Sciences,0,0,CNA119_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA119_H_S2_I,Foundations of Health care,School of Health Sciences,0,0,CNA119_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA110_W_S1_I,Communication and Mental Health,School of Health Sciences,0,0,CNA110_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA110_V_S1_I,Communication and Mental Health,School of Health Sciences,0,0,CNA110_V_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA110_R_S1_I,Communication and Mental Health,School of Health Sciences,0,0,CNA110_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA110_L_S1_I,Communication and Mental Health,School of Health Sciences,0,0,CNA110_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA110_H_S1_I,Communication and Mental Health,School of Health Sciences,0,0,CNA110_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA104_V_S1_I,Transition to Health Profession Studies in Australia,School of Health Sciences,0,0,CNA104_V_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA104_R_S1_I,Transition to Health Profession Studies in Australia,School of Health Sciences,0,0,CNA104_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA104_L_S1_I,Transition to Health Profession Studies in Australia,School of Health Sciences,0,0,CNA104_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA104_H_S1_I,Transition to Health Profession Studies in Australia,School of Health Sciences,0,0,CNA104_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CMS429_H_S2_I,Biotechnology Honours in Biochemistry and Physiology D,"Medicine, School of",5,0,CMS429_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CMS429_H_S1_I,Biotechnology Honours in Biochemistry and Physiology D,"Medicine, School of",5,0,CMS429_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CMS428_H_S2_I,Biotechnology Honours in Biochemistry and Physiology C,"Medicine, School of",5,0,CMS428_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CMS428_H_S1_I,Biotechnology Honours in Biochemistry and Physiology C,"Medicine, School of",5,0,CMS428_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CMS427_H_S2_I,Biotechnology Honours in Biochemistry and Physiology B,"Medicine, School of",5,0,CMS427_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CMS427_H_S1_I,Biotechnology Honours in Biochemistry and Physiology B,"Medicine, School of",5,0,CMS427_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CMS426_H_S2_I,Biotechnology Honours in Biochemistry and Physiology A,"Medicine, School of",5,0,CMS426_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CMS426_H_S1_I,Biotechnology Honours in Biochemistry and Physiology A,"Medicine, School of",5,0,CMS426_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CMS406_H_S2_I,Bachelor of Medical Research Honours 2,"Medicine, School of",5,0,CMS406_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CMS406_H_S1_I,Bachelor of Medical Research Honours 2,"Medicine, School of",1,0,CMS406_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CMS405_H_S2_I,Bachelor of Medical Research Honours 1,"Medicine, School of",5,0,CMS405_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CMS405_H_S1_I,Bachelor of Medical Research Honours 1,"Medicine, School of",13,0,CMS405_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CJA514_H_S1_I,Advanced Immunology for Masters,"Medicine, School of",0,0,CJA514_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CJA513_H_S2_I,Medical Microbiology for Masters,"Medicine, School of",0,0,CJA513_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CJA443_H_S2_I,Pathological Sciences (BSc Honours) D,"Medicine, School of",5,0,CJA443_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CJA443_H_S1_I,Pathological Sciences (BSc Honours) D,"Medicine, School of",0,0,CJA443_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CJA442_H_S2_I,Pathological Sciences (BSc Honours) C,"Medicine, School of",0,0,CJA442_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CJA442_H_S1_I,Pathological Sciences (BSc Honours) C,"Medicine, School of",5,0,CJA442_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CJA441_H_S2_I,Pathological Sciences (BSc Honours) B,"Medicine, School of",0,0,CJA441_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CJA441_H_S1_I,Pathological Sciences (BSc Honours) B,"Medicine, School of",5,0,CJA441_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CJA440_H_S2_I,Pathological Sciences (BSc Honours) A,"Medicine, School of",0,0,CJA440_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CJA440_H_S1_I,Pathological Sciences (BSc Honours) A,"Medicine, School of",5,0,CJA440_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CJA439_H_S2_I,Biotechnology Honours in Pathology D,"Medicine, School of",5,0,CJA439_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CJA439_H_S1_I,Biotechnology Honours in Pathology D,"Medicine, School of",5,0,CJA439_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CJA438_H_S1_I,Biotechnology Honours in Pathology C,"Medicine, School of",5,0,CJA438_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CJA437_H_S2_I,Biotechnology Honours in Pathology B,"Medicine, School of",5,0,CJA437_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CJA437_H_S1_I,Biotechnology Honours in Pathology B,"Medicine, School of",5,0,CJA437_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CJA436_H_S2_I,Biotechnology Honours in Pathology A,"Medicine, School of",5,0,CJA436_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CJA436_H_S1_I,Biotechnology Honours in Pathology A,"Medicine, School of",5,0,CJA436_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CJA314_H_S1_I,Advanced Immunology,"Medicine, School of",20,0,CJA314_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CJA313_H_S2_I,Medical Microbiology,"Medicine, School of",20,0,CJA313_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CJA313_H_S1_I,Medical Microbiology and Immunology,"Medicine, School of",26,0,CJA313_H_SEM1_I,[Custom...],,SWS,School of Medicine
CJA214_H_S2_I,Microbiology B (Pharmacy),"Medicine, School of",60,0,CJA214_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CJA212_H_S2_I,Basic Pathological Processes and Immunity,"Medicine, School of",30,0,CJA212_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CHP330_H_S1_I,Environmental Applied Physiology,"Medicine, School of",15,0,CHP330_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CHP312_H_S2_I,Neuroscience B,"Medicine, School of",30,0,CHP312_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CHP311_H_S1_I,Neuroscience A,"Medicine, School of",27,0,CHP311_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CHP208_H_S2_I,Human Physiology,"Medicine, School of",30,0,CHP208_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CHP207_H_S1_I,Human Physiology,"Medicine, School of",37,0,CHP207_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CHG201_H_Sem1_I,Functional Histology,"Medicine, School of",40,0,CHG201_H_SEM1_I,[Custom...],,SWS,
CHG112_H_S2_I,Human Biology 2 (Pharmacy),"Medicine, School of",50,0,CHG112_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CHG111_H_S1_I,Human Biology 1 (Pharmacy),"Medicine, School of",54,0,CHG111_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CHG106_H_S2_I,Human Biology 1B (Science),"Medicine, School of",50,0,CHG106_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CHG105_H_S1_I,Human Biology 1A (Science),"Medicine, School of",113,0,CHG105_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CBA430_H_S2_I,Biochemistry 4 (BSc Honours) D,"Medicine, School of",5,0,CBA430_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CBA430_H_S1_I,Biochemistry 4 (BSc Honours) D,"Medicine, School of",5,0,CBA430_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CBA428_H_S2_I,Biochemistry 4 (BSc Honours) C,"Medicine, School of",5,0,CBA428_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CBA428_H_S1_I,Biochemistry 4 (BSc Honours) C,"Medicine, School of",5,0,CBA428_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CBA427_H_S2_I,Biochemistry 4 (BSc Honours) B,"Medicine, School of",5,0,CBA427_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CBA427_H_S1_I,Biochemistry 4 (BSc Honours) B,"Medicine, School of",5,0,CBA427_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CBA426_H_S2_I,Biochemistry 4 (BSc Honours) A,"Medicine, School of",5,0,CBA426_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CBA426_H_S1_I,Biochemistry 4 (BSc Honours) A,"Medicine, School of",5,0,CBA426_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CBA344_H_S2_I,Research Project in Health and Disease,"Medicine, School of",15,0,CBA344_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CBA343_H_S2_I,Advanced Biochemistry and Molecular Biology,"Medicine, School of",30,0,CBA343_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CBA342_H_S1_I,Techniques in Molecular Biology and Protein Biochemistry,"Medicine, School of",34,0,CBA342_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CBA341_H_S1_I,Molecular Biology and Protein Biochemistry,"Medicine, School of",41,0,CBA341_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CBA265_H_S2_I,Molecular Biology in Health & Disease,"Medicine, School of",30,0,CBA265_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CBA260_H_S1_I,Biochemistry: Metabolism & Nutrition,"Medicine, School of",67,0,CBA260_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CBA235_H_S1_I,Biochemistry (Agriculture),"Medicine, School of",30,0,CBA235_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CBA221_H_S1_I,Biochemistry A (Pharmacy),"Medicine, School of",53,0,CBA221_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CAM701_W_S2_I,Research Project,"Medicine, School of",5,0,CAM701_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM701_W_S1_I,Research Project,"Medicine, School of",5,0,CAM701_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM701_L_S2_I,Research Project,"Medicine, School of",10,0,CAM701_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM701_L_S1_I,Research Project,"Medicine, School of",5,0,CAM701_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM701_H_S2_I,Research Project,"Medicine, School of",5,0,CAM701_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM701_H_S1_I,Research Project,"Medicine, School of",5,0,CAM701_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM631_H_S4_I,Expedition Medicine,"Medicine, School of",0,0,CAM631_H_WIN_I,2017_WIN03_Winter school (late),26-37,,School of Medicine
CAM631_H_S1_I,Expedition Medicine,"Medicine, School of",0,0,CAM631_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM623_R_S1_I,Introduction to Action Research,"Medicine, School of",5,0,CAM623_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CAM621_R_S1_I,Risk Management & Governance,"Medicine, School of",5,0,CAM621_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM620_H_S2_I,Legal and Ethical Issues in Health Services,"Medicine, School of",15,0,CAM620_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM620_H_S1_I,Legal and Ethical Issues in Health Services,"Medicine, School of",15,0,CAM620_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM607_W_S2_I,Contemporary Issues in Health Professional Education,"Medicine, School of",5,0,CAM607_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM607_W_S1_I,Contemporary Issues in Health Professional Education,"Medicine, School of",5,0,CAM607_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM607_L_S2_I,Contemporary Issues in Health Professional Education,"Medicine, School of",10,0,CAM607_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM607_L_S1_I,Contemporary Issues in Health Professional Education,"Medicine, School of",5,0,CAM607_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM607_H_S2_I,Contemporary Issues in Health Professional Education,"Medicine, School of",15,0,CAM607_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM607_H_S1_I,Contemporary Issues in Health Professional Education,"Medicine, School of",15,0,CAM607_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM537_H_Spr_I,Foundations in Health and Human Services,"Medicine, School of",0,0,CAM537_H_SPR_I,[Custom...],,SWS,
CAM536_H_S2_I,Medicine Year 5 - Hobart Clinical School - 5B,"Medicine, School of",15,0,CAM536_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CAM535_H_S1_I,Medicine Year 5 - Hobart Clinical School - 5A,"Medicine, School of",48,0,CAM535_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CAM534_W_S2_I,Medicine Year 5 - Rural Clinical School - 5B,"Medicine, School of",5,0,CAM534_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM533_W_S1_I,Medicine Year 5 - Rural Clinical School - 5A,"Medicine, School of",26,0,CAM533_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM532_L_S2_I,Medicine Year 5 - Launceston Clinical School - 5B,"Medicine, School of",10,0,CAM532_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM531_L_S1_I,Medicine Year 5 - Launceston Clinical School - 5A,"Medicine, School of",45,0,CAM531_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM521_H_S2_I,"Supervision & Leadership, Theory, Process & Practice","Medicine, School of",50,0,CAM521_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM521_H_S1_I,"Supervision & Leadership, Theory, Process & Practice","Medicine, School of",10,0,CAM521_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM520_H_S2_I,The Australian Health System in Context,"Medicine, School of",15,0,CAM520_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM520_H_S1_I,The Australian Health System in Context,"Medicine, School of",10,0,CAM520_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM508_W_S1_I,Teaching Practice,"Medicine, School of",5,0,CAM508_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM508_L_S1_I,Teaching Practice,"Medicine, School of",5,0,CAM508_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM508_H_S1_I,Teaching Practice,"Medicine, School of",1,0,CAM508_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM507_W_S2_I,"Foundations of Learning, Teaching and Assessment in the Health Profession","Medicine, School of",5,0,CAM507_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM507_W_S1_I,"Foundations of Learning, Teaching and Assessment in the Health Profession","Medicine, School of",5,0,CAM507_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM507_L_S2_I,"Foundations of Learning, Teaching and Assessment in the Health Profession","Medicine, School of",10,0,CAM507_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM507_L_S1_I,"Foundations of Learning, Teaching and Assessment in the Health Profession","Medicine, School of",5,0,CAM507_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM507_H_S2_I,"Foundations of Learning, Teaching and Assessment in the Health Profession","Medicine, School of",15,0,CAM507_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM507_H_S1_I,"Foundations of Learning, Teaching and Assessment in the Health Profession","Medicine, School of",1,0,CAM507_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM440_W_S2_I,Additional Study,"Medicine, School of",5,0,CAM440_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM440_W_S1_I,Additional Study,"Medicine, School of",5,0,CAM440_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM440_L_S2_I,Additional Study,"Medicine, School of",10,0,CAM440_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM440_L_S1_I,Additional Study,"Medicine, School of",5,0,CAM440_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM440_H_S2_I,Additional Study,"Medicine, School of",15,0,CAM440_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM440_H_S1_I,Additional Study,"Medicine, School of",15,0,CAM440_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM436_H_S2_I,Medicine Year 4 - Hobart Clinical School - 4B,"Medicine, School of",15,0,CAM436_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CAM435_H_S1_I,Medicine Year 4 - Hobart Clinical School - 4A,"Medicine, School of",44,0,CAM435_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CAM434_W_S2_I,Medicine Year 4 - Rural Clinical School - 4B,"Medicine, School of",5,0,CAM434_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM433_W_S1_I,Medicine Year 4 - Rural Clinical School - 4A,"Medicine, School of",29,0,CAM433_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM432_L_S2_I,Medicine Year 4 - Launceston Clinical School - 4B,"Medicine, School of",10,0,CAM432_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
